alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_score,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,seen_in_listens,run_label,run_id,model_variant
VUT,"['Bislama', 'English', 'French']",321409,45.7313,2023,,,,5.507058033583555,0.45731299999999997,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,106,False,Vanuatu,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
WLF,['French'],11620,,,,,,4.065206128054312,,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,107,False,Wallis and Futuna,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
WSM,"['English', 'Samoan']",205557,58.1386,2023,,,,5.312932270752029,0.581386,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,108,False,Samoa,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
YEM,['Arabic'],32684503,13.8152,2020,,,,7.514341885477597,0.138152,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,109,False,Yemen,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ZMB,['English'],19693423,33.0,2023,,,,7.294321209322918,0.33,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,110,False,Zambia,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
TJK,"['Russian', 'Tajik']",10499000,56.791,2023,,,,7.021147935720995,0.5679099999999999,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,111,False,Tajikistan,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
TGO,['French'],8095498,37.0223,2023,,,,6.908243569828069,0.370223,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,112,False,Togo,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
TCD,"['Arabic', 'French']",19340757,13.1832,2023,,,,7.286473468427895,0.131832,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,113,False,Chad,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SLV,['Spanish'],6029976,67.6558,2023,,,,6.78031558360146,0.676558,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,114,False,El Salvador,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
RWA,"['English', 'French', 'Kinyarwanda']",14104969,34.2005,2023,,,,7.14937213599697,0.342005,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,115,False,Rwanda,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SAU,['Arabic'],35300280,100.0,2024,,,,7.547778150202912,1.0,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,116,False,Saudi Arabia,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SDN,"['Arabic', 'English']",51662000,26.4383,2020,,,,7.713171215080633,0.26438300000000003,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,117,False,Sudan,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SEN,['French'],18593258,60.6122,2023,,,,7.26935549560564,0.606122,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,118,False,Senegal,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SGP,"['English', 'Chinese', 'Malay', 'Tamil']",6110200,94.3776,2024,,,,6.786055425868549,0.9437760000000001,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,119,False,Singapore,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
MDA,['Romanian'],2749076,80.2126,2023,,,,6.439186746363795,0.8021259999999999,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,120,False,"Moldova, Republic of",,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SGS,['English'],0,,,,,,,,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,121,False,South Georgia and the South Sandwich Islands,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SHN,['English'],5651,,,,,,3.752125307297898,,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,122,False,"Saint Helena, Ascension and Tristan da Cunha",,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SJM,['Norwegian'],2530,,,,,,3.403120521175818,,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,123,False,Svalbard and Jan Mayen,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SLB,['English'],750325,42.4597,2023,,,,5.875249416903541,0.424597,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,124,False,Solomon Islands,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SLE,['English'],9077691,20.635,2023,,,,6.957975395494418,0.20635,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,125,False,Sierra Leone,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SMR,['Italian'],34132,87.0278,2023,,,,4.533161736960601,0.870278,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,126,False,San Marino,,25-05-2025,True,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
TCA,['English'],50828,0.0,1990,,,,4.706103021249971,0.0,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,127,False,Turks and Caicos Islands,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SOM,"['Arabic', 'Somali']",19655000,27.6,2022,,,,7.293473048156108,0.276,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,128,False,Somalia,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SPM,['French'],5819,,,,,,3.7648483571934106,,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,129,False,Saint Pierre and Miquelon,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SRB,['Serbian'],6567783,87.6907,2024,,,,6.81741879522901,0.8769070000000001,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,130,False,Serbia,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SSD,['English'],15786898,9.27123,2020,,,,7.198296802976665,0.0927123,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,131,False,South Sudan,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
STP,['Portuguese'],209607,61.4607,2023,,,,5.321405782179103,0.614607,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,132,False,Sao Tome and Principe,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SUR,['Dutch'],616500,78.3958,2023,,,,5.789933080931751,0.7839579999999999,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,133,False,Suriname,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SVN,['Slovene'],2130638,90.7636,2024,,,,6.328509668410944,0.907636,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,134,False,Slovenia,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SWZ,"['English', 'Swazi']",1235549,57.62,2023,,,,6.09185997354031,0.5761999999999999,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,135,False,Eswatini,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SXM,"['English', 'French', 'Dutch']",41349,,,,,,4.616465010872037,,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,136,False,Sint Maarten (Dutch part),,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SYC,"['Seychellois Creole', 'English', 'French']",122729,87.4009,2023,,,,5.088947195586477,0.8740089999999999,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,137,False,Seychelles,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
SYR,['Arabic'],25620000,34.65,2019,,,,7.408579125408668,0.3465,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,138,False,Syrian Arab Republic,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
MDG,"['French', 'Malagasy']",31727042,20.3671,2023,,,,7.501429583510402,0.20367100000000002,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,139,False,Madagascar,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
LAO,['Lao'],7647000,63.6255,2023,,,,6.88349109018893,0.636255,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,140,False,Lao People's Democratic Republic,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
MCO,['French'],38423,99.1497,2023,,,,4.584591270795872,0.991497,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,141,False,Monaco,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
COL,['Spanish'],53057212,77.3369,2023,,,,7.724744425351789,0.773369,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,142,False,Colombia,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BVT,['Norwegian'],0,,,,,,,,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,143,False,Bouvet Island,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BWA,"['English', 'Tswana']",2359609,81.36,2023,,,,6.372840043982482,0.8136,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,144,False,Botswana,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CAF,"['French', 'Sango']",6470307,7.50916,2019,,,,6.810924887352293,0.0750916,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,145,False,Central African Republic,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CCK,['English'],593,,,,,,2.7730546933642626,,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,146,False,Cocos (Keeling) Islands,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CHL,['Spanish'],20206953,94.4574,2023,,,,7.3055008313257455,0.944574,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,147,False,Chile,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CHN,['Chinese'],1408280000,92.0,2024,,,,9.14868901159969,0.92,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,148,False,China,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CIV,['French'],31719275,40.6528,2023,,,,7.501323252192296,0.406528,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,149,False,Côte d'Ivoire,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CMR,"['English', 'French']",29442327,41.9088,2023,,,,7.468972131865236,0.419088,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,150,False,Cameroon,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
COD,"['French', 'Kikongo', 'Lingala', 'Tshiluba', 'Swahili']",112832000,30.548,2023,,,,8.05243228628321,0.30548,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,151,False,"Congo, The Democratic Republic of the",,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
COG,"['French', 'Kikongo', 'Lingala']",6142180,38.3791,2023,,,,6.788322539534806,0.383791,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,152,False,Congo,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
COK,"['English', 'Cook Islands Māori']",15040,,,,,,4.177247836255623,,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,153,False,Cook Islands,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
COM,"['Arabic', 'French', 'Comorian']",919901,35.6678,2023,,,,5.963741090968163,0.356678,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,154,False,Comoros,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ESH,"['Berber', 'Hassaniya', 'Spanish']",600904,,,,,,5.778805094963722,,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,155,False,Western Sahara,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CPV,['Portuguese'],491233,73.539,2023,,,,5.6912875341031945,0.73539,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,156,False,Cabo Verde,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CRI,['Spanish'],5309625,85.3951,2023,,,,6.725063849484161,0.853951,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,157,False,Costa Rica,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CUB,['Spanish'],9748007,71.275,2023,,,,6.988915832377714,0.7127500000000001,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,158,False,Cuba,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CUW,"['English', 'Dutch', 'Papiamento']",156115,68.1272,2017,,,,5.193444633390771,0.681272,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,159,False,Curaçao,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CXR,['English'],1692,,,,,,3.228400358703005,,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,160,False,Christmas Island,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
CYM,['English'],84738,81.0677,2017,,,,4.928078209497234,0.810677,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,161,False,Cayman Islands,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
DJI,"['Arabic', 'French']",1066809,65.0248,2023,,,,6.028086670904087,0.6502479999999999,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,162,False,Djibouti,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
DMA,['English'],67408,83.8255,2023,,,,4.828711441782772,0.8382550000000001,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,163,False,Dominica,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
DOM,['Spanish'],10771504,91.0022,2024,,,,7.032276347058217,0.910022,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,164,False,Dominican Republic,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
DZA,['Arabic'],47400000,76.9081,2023,,,,7.675778341674085,0.769081,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,165,False,Algeria,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ECU,['Spanish'],18103660,77.1727,2024,,,,7.257766384654669,0.771727,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,166,False,Ecuador,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BTN,['Dzongkha'],784043,88.426,2023,,,,5.894339881754102,0.88426,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,167,False,Bhutan,,25-05-2025,True,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BRN,['Malay'],455500,99.0336,2023,,,,5.658488381309017,0.9903360000000001,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,168,False,Brunei Darussalam,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BOL,"['Aymara', 'Guaraní', 'Quechua', 'Spanish']",11365333,70.2368,2023,,,,7.055582164913061,0.702368,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,169,False,"Bolivia, Plurinational State of",,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BMU,['English'],64055,98.37,2017,,,,4.80655303552734,0.9837,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,170,False,Bermuda,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
AGO,['Portuguese'],36170961,44.7581,2023,,,,7.558360047369661,0.447581,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,171,False,Angola,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
AIA,['English'],16010,,,,,,4.204391331919299,,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,172,False,Anguilla,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ALA,['Swedish'],30654,,,,,,4.486487153065907,,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,173,False,Åland Islands,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ALB,['Albanian'],2363314,83.1356,2023,,,,6.373521427687243,0.831356,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,174,False,Albania,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
AND,['Catalan'],88406,95.4456,2023,,,,4.946481741013802,0.954456,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,175,False,Andorra,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ARG,"['Guaraní', 'Spanish']",46735004,89.6672,2024,,,,7.6696422841965495,0.8966719999999999,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,176,False,Argentina,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ARM,['Armenian'],3076200,79.9966,2023,,,,6.488014567824043,0.799966,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,177,False,Armenia,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ASM,"['English', 'Samoan']",49710,0.0,1990,,,,4.6964437631389995,0.0,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,178,False,American Samoa,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ATA,[],1300,,,,,,3.113943352306837,,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,179,False,Antarctica,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ATF,['French'],400,,,,,,2.6020599913279625,,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,180,False,French Southern Territories,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ATG,['English'],103603,77.5756,2023,,,,5.015372331322167,0.7757559999999999,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,181,False,Antigua and Barbuda,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
AZE,['Azerbaijani'],10241722,89.0,2023,,,,7.010372983224158,0.89,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,182,False,Azerbaijan,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BDI,"['French', 'Kirundi']",12332788,11.0784,2023,,,,7.0910612660640675,0.11078400000000001,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,183,False,Burundi,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BEN,['French'],13224860,32.2083,2023,,,,7.121391083236578,0.322083,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,184,False,Benin,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BES,"['English', 'Dutch', 'Papiamento']",31980,,,,,,4.504878459410216,,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,185,False,"Bonaire, Sint Eustatius and Saba",,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BFA,['French'],24070553,17.0226,2023,,,,7.381486067927281,0.17022600000000002,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,186,False,Burkina Faso,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BGD,['Bengali'],169828911,44.5027,2023,,,,8.230011624771146,0.44502699999999995,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,187,False,Bangladesh,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BHR,['Arabic'],1594654,100.0,2024,,,,6.202666466583464,1.0,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,188,False,Bahrain,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BHS,['English'],398165,94.8186,2023,,,,5.600063081470082,0.9481860000000001,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,189,False,Bahamas,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BIH,"['Bosnian', 'Croatian', 'Serbian']",3422000,86.1009,2024,,,,6.534280005205082,0.8610089999999999,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,190,False,Bosnia and Herzegovina,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BLM,['French'],10562,,,,,,4.023746163152476,,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,191,False,Saint Barthélemy,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BLR,"['Belarusian', 'Russian']",9109280,94.2618,2024,,,,6.959484051574066,0.942618,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,192,False,Belarus,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
BLZ,"['Belizean Creole', 'English', 'Spanish']",417634,72.3595,2023,,,,5.620795847779911,0.723595,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,193,False,Belize,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ERI,"['Arabic', 'English', 'Tigrinya']",3607000,20.0104,2023,,,,6.557146142318363,0.200104,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,194,False,Eritrea,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
EST,['Estonian'],1369995,92.238,2024,,,,6.1367189821371575,0.92238,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,195,False,Estonia,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
MAF,['French'],31496,,,,,,4.498255401782173,,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,196,False,Saint Martin (French part),,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
KIR,"['English', 'Gilbertese']",120740,88.0,2023,,,,5.081851171517454,0.88,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,197,False,Kiribati,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
IOT,['English'],0,,,,,,,,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,198,False,British Indian Ocean Territory,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
IRL,"['English', 'Irish']",5458600,96.4974,2023,,,,6.7370812708662235,0.964974,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,199,False,Ireland,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
IRN,['Persian (Farsi)'],85961000,79.6309,2023,,,,7.934301459075755,0.7963089999999999,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,200,False,"Iran, Islamic Republic of",,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
IRQ,"['Arabic', 'Aramaic', 'Sorani']",46118793,81.7291,2023,,,,7.663877932614442,0.817291,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,201,False,Iraq,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ISL,['Icelandic'],391810,99.8301,2023,,,,5.593075516113534,0.998301,True,0.0,0.0,1.1,False,0.0,0.0,0.0,0.0,202,False,Iceland,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
JEY,"['English', 'French', 'Jèrriais']",103267,,,,,,5.013961560555626,,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,203,False,Jersey,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
JOR,['Arabic'],11734000,92.5344,2023,,,,7.069446083880313,0.925344,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,204,False,Jordan,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
KAZ,"['Kazakh', 'Russian']",20426568,93.3917,2024,,,,7.310195404132739,0.933917,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,205,False,Kazakhstan,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
KEN,"['English', 'Swahili']",53330978,34.9762,2024,,,,7.726979547982685,0.34976199999999996,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,206,False,Kenya,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
KGZ,"['Kyrgyz', 'Russian']",7281800,88.4701,2023,,,,6.86223874654393,0.8847010000000001,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,207,False,Kyrgyzstan,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
KHM,['Khmer'],17577760,60.7171,2023,,,,7.244963530486225,0.607171,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,208,False,Cambodia,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
KNA,['English'],51320,76.4208,2023,,,,4.710286647702891,0.764208,True,0.0,0.0,1.5,False,0.0,0.0,0.0,0.0,209,False,Saint Kitts and Nevis,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
ETH,['Amharic'],111652998,16.6981,2021,,,,8.047870388825965,0.166981,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,210,False,Ethiopia,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
KOR,['Korean'],51159889,97.8956,2024,,,,7.708929593532578,0.978956,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,211,False,"Korea, Republic of",,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
KWT,['Arabic'],4881254,99.7473,2023,,,,6.688531407109154,0.9974729999999999,True,0.0,0.0,0.5,False,0.0,0.0,0.0,0.0,212,False,Kuwait,,25-05-2025,False,corrected-uk-score-1,corrected-uk-score-1_20251219T112007Z,no-language
