alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_rank,run_label,run_id,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
COM,"['Arabic', 'French', 'Comorian']",919901,35.6678,2023,5.963741090968163,0.356678,1.25,1.0,0.75,1.0,False,2.1271352448443426,2.1271352448443426,2.1271352448443426,2.1271352448443426,183,False,Comoros,,25-05-2025,unknown,,-6.325551671720869,-6.5211996432981385,-6.132094602325234,0.0018021414021434298,0.0014719032850790635,0.002172027669546255,0.0017988523970074361,0.0014697383794551417,0.002167315085094657,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,13.73202133453934,0.356678,-0.05952273874876768,-1.137234121657023,121,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
TLS,"['Portuguese', 'Tetum']",1391221,34.0207,2023,6.143396124569186,0.340207,1.25,1.0,0.75,1.0,False,2.090026365351309,2.090026365351309,2.090026365351309,2.090026365351309,184,False,Timor-Leste,,25-05-2025,unknown,,-5.904171784858867,-6.093215237110378,-5.71278797102373,0.002745870745576672,0.002258138139100721,0.003303450916616806,0.0027382426467055378,0.002253044702658562,0.00329255613280615,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.1456923367904,0.340207,0.08636864379909694,-1.195386127218505,113,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SDN,"['Arabic', 'English']",51662000,26.4383,2020,7.713171215080633,0.26438300000000003,1.25,1.0,0.75,1.25,False,2.0392313453566633,2.549039181695829,2.0392313453566633,2.0392313453566633,185,False,Sudan,,25-05-2025,unknown,,-1.3098954625786619,-1.5527166681454514,-1.0752433337039315,0.2726379872641356,0.2116721500412076,0.3412147182245336,0.20657367157545534,0.1712914455277787,0.24257167442381053,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.760233059555436,0.26438300000000003,1.361126459672561,-1.4630880074743364,28,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GNB,"['Portuguese', 'Upper Guinea Creole']",1781308,32.4661,2023,6.250739018360228,0.324661,1.25,1.0,0.75,1.0,False,2.02937118043985,2.02937118043985,2.02937118043985,2.02937118043985,186,False,Guinea-Bissau,,25-05-2025,unknown,,-5.72883422284167,-5.916158580178643,-5.538498477674725,0.003272317327334773,0.0026955372603942604,0.003932428285825681,0.0032614854087822196,0.002688281116486711,0.003916994657339446,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.392858483872496,0.324661,0.17353794191429583,-1.2502723562549203,111,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SOM,"['Arabic', 'Somali']",19655000,27.6,2022,7.293473048156108,0.276,1.25,1.0,0.75,0.75,False,2.012998561291086,1.5097489209683146,2.012998561291086,2.012998561291086,187,False,Somalia,,25-05-2025,unknown,,-2.654201271681278,-2.8721432162033533,-2.445903251451181,0.07093837361154307,0.05657754003278184,0.08664783787271159,0.06600542423463897,0.0534653909513384,0.07945606453341854,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.7938423168381,0.276,1.020304693657347,-1.4220733848887173,55,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
FSM,['English'],105564,39.3833,2020,5.023515838018407,0.393833,1.25,1.0,0.75,1.25,False,1.9784263130343034,2.4730328912928794,1.9784263130343034,1.9784263130343034,188,False,"Micronesia, Federated States of",,25-05-2025,unknown,,-9.187993321536982,-9.432547262177124,-8.934611237869065,0.0001034761854797632,8.007597553737859e-05,0.00013175009553579285,0.00010346522286348629,8.006956363103695e-05,0.000131732738591454,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.567072683040674,0.393833,-0.8230458046478488,-1.0060558224258374,142,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GIN,['French'],14363931,26.5014,2023,7.157273310239107,0.265014,1.25,1.0,0.75,1.0,False,1.896777629039707,1.896777629039707,1.896777629039707,1.896777629039707,189,False,Guinea,,25-05-2025,unknown,,-3.2881619963526125,-3.501836753611485,-3.0780243630648703,0.03763046749822457,0.03014197018009911,0.046050148211520266,0.03621858368331087,0.029246987838504157,0.04397761828040704,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.480230830640718,0.265014,0.9097017917008342,-1.4608602182988586,70,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
NER,['French'],26312034,23.1879,2023,7.420154421663518,0.231879,1.25,1.0,0.75,1.0,False,1.7205779871409148,1.7205779871409148,1.7205779871409148,1.7205779871409148,190,False,Niger,,25-05-2025,unknown,,-2.7926151705493916,-3.0381437297804696,-2.559613876585994,0.06188094000749492,0.04792376746569304,0.07733459650092206,0.05809709760274914,0.04568124423753169,0.07157936400389509,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.08553695903627,0.231879,1.1231780746787903,-1.577845629280566,60,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
PNG,"['English', 'Hiri Motu', 'Tok Pisin']",11781559,24.0667,2023,7.071202762462869,0.24066700000000002,1.25,1.0,0.75,1.25,False,1.7018051552336515,2.1272564440420645,1.7018051552336515,1.7018051552336515,191,False,Papua New Guinea,,25-05-2025,unknown,,-3.921985006275685,-4.144008249151323,-3.702300957948045,0.01997605945689329,0.01585915752214041,0.024666705098361195,0.019574133882463873,0.015609628533442868,0.024065701617463655,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.282046070385316,0.24066700000000002,0.8398069996650372,-1.546818987007826,87,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
LBR,['English'],5248621,23.4979,2023,6.720045213737611,0.23497900000000002,1.25,1.0,0.75,1.25,False,1.5790695042788503,1.9738368803485629,1.5790695042788503,1.5790695042788503,192,False,Liberia,,25-05-2025,unknown,,-5.253196681864968,-5.467224316941734,-5.042504609531801,0.005275290335728461,0.0042229387804481365,0.006457555395744986,0.005247062312818271,0.004205143166994824,0.00641598972479499,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.473475933398209,0.23497900000000002,0.5546446012130124,-1.5669008647100728,103,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MDG,"['French', 'Malagasy']",31727042,20.3671,2023,7.501429583510402,0.20367100000000002,1.25,1.0,0.75,1.0,False,1.5278236647031471,1.5278236647031471,1.5278236647031471,1.5278236647031471,193,False,Madagascar,,25-05-2025,observed_multi,73.0,-2.880094109720317,-3.1411713943184174,-2.6369949276390128,0.05677089560474062,0.04323213553015123,0.07157603889223525,0.053570082741813414,0.041402942170908584,0.06663195895790901,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.272679935135585,0.20367100000000002,1.1891787065062085,-1.6774359257336218,63,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MOZ,['Portuguese'],34090466,19.8434,2023,7.532632937862664,0.198434,1.25,1.0,0.75,1.0,False,1.4947304843918399,1.4947304843918399,1.4947304843918399,1.4947304843918399,194,False,Mozambique,,25-05-2025,unknown,,-2.8387450799782505,-3.103161071325604,-2.5900389979525373,0.05918658719229704,0.04490704075606394,0.07501711585774604,0.055709845031475094,0.04293500753742294,0.06959544935816424,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.344528313718516,0.198434,1.214517826793215,-1.6959255167193228,61,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
TKM,"['Russian', 'Turkmen']",7057841,21.251,2017,6.84867187028912,0.21251,1.25,1.0,0.75,0.75,False,1.455411259155141,1.0915584443663557,1.455411259155141,1.455411259155141,195,False,Turkmenistan,,25-05-2025,observed_zero,0.0,-5.094551724246453,-5.3246064400554065,-4.874314154939629,0.006187125259948238,0.004870268697019181,0.007640333531130684,0.006148252924793424,0.004846606843324307,0.007582181268518011,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.769649755335378,0.21251,0.6590976765355958,-1.6462292244308512,101,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SLE,['English'],9077691,20.635,2023,6.957975395494418,0.20635,1.25,1.0,0.75,1.25,False,1.4357782228602731,1.7947227785753415,1.4357782228602731,1.4357782228602731,196,False,Sierra Leone,,25-05-2025,unknown,,-4.786447753998872,-5.020643269138296,-4.5584921897447535,0.008422722969522971,0.0066002806065497185,0.01047784664331985,0.008350716936412131,0.006556860352770131,0.010368634526071997,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.021330423084795,0.20635,0.7478591328105698,-1.667977530803186,100,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
AFG,"['Dari', 'Pashto', 'Turkmen']",43844000,17.7089,2023,7.641910169077627,0.177089,1.25,1.0,0.75,0.75,False,1.3532982299317877,1.0149736724488407,1.3532982299317877,1.3532982299317877,197,False,Afghanistan,,25-05-2025,unknown,,-2.734192914474868,-3.013610969824665,-2.470351719168624,0.06579533514880076,0.04911401050114372,0.08455512368831872,0.06150320093639807,0.046760102507840504,0.07769947750932935,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.59614843731775,0.177089,1.3032579306656102,-1.7712855166409933,57,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
ETH,['Amharic'],111652998,16.6981,2021,8.047870388825965,0.166981,1.25,1.0,0.75,0.75,False,1.3438414453965484,1.0078810840474113,1.3438414453965484,1.3438414453965484,198,False,Ethiopia,,25-05-2025,unknown,,-1.4187665972757217,-1.7186576626478376,-1.131339917907345,0.2458751295010391,0.17930668051629003,0.3226007264692066,0.19096738733238472,0.14987340225401902,0.23364775534892576,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,18.53090638765886,0.166981,1.6329236045484183,-1.8069725102792338,31,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MWI,"['English', 'Chewa']",20734262,17.9881,2023,7.316688582018264,0.17988099999999999,1.25,1.0,0.75,1.25,False,1.3161332588220271,1.645166573527534,1.3161332588220271,1.3161332588220271,199,False,Malawi,,25-05-2025,unknown,,-3.8590919925619693,-4.11852717936014,-3.6123130631467406,0.021330577743602877,0.016268459012741574,0.026989350305628008,0.020870198815697953,0.016005937432842336,0.026270667151388732,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.847298059034998,0.17988099999999999,1.0391571926040697,-1.7614281673891168,86,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
ERI,"['Arabic', 'English', 'Tigrinya']",3607000,20.0104,2023,6.557146142318363,0.200104,1.25,1.0,0.75,1.25,False,1.3121111716624736,1.640138964578092,1.3121111716624736,1.3121111716624736,200,False,Eritrea,,25-05-2025,unknown,,-6.302657335778014,-6.530017179016886,-6.080720606063296,0.0018488805377578506,0.0014589817944092622,0.0022865293730301287,0.0018453999421667127,0.0014568547185672997,0.0022813071291381006,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.098386959885676,0.200104,0.42236013209039464,-1.6900294661281217,120,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BFA,['French'],24070553,17.0226,2023,7.381486067927281,0.17022600000000002,1.25,1.0,0.75,1.0,False,1.2565208473989895,1.2565208473989895,1.2565208473989895,1.2565208473989895,201,False,Burkina Faso,,25-05-2025,unknown,,-3.756876086691089,-4.024965265982284,-3.503190527883201,0.023640182410949125,0.017864045962130048,0.03010119244715229,0.023074746490617887,0.017547755338836173,0.029208611919442604,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.99649978415259,0.17022600000000002,1.0917768972424946,-1.7955158131723787,83,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
PLW,"['English', 'Palauan']",16733,26.9703,2004,4.223573811054687,0.269703,1.25,1.0,0.75,1.25,False,1.1391105275628826,1.4238881594536033,1.1391105275628826,1.1391105275628826,202,False,Palau,,25-05-2025,observed_zero,0.0,-13.71007154850142,-14.035842082916783,-13.370907227932898,1.1360081428202702e-06,8.032529011967631e-07,1.5608713256122695e-06,1.136006796601708e-06,8.032522559816161e-07,1.560868889294855e-06,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,9.725138096494574,0.269703,-1.472649914995545,-1.4443053792436835,162,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
YEM,['Arabic'],32684503,13.8152,2020,7.514341885477597,0.138152,1.25,1.0,0.75,0.75,False,1.038121360162501,0.7785910201218758,1.038121360162501,1.038121360162501,203,False,Yemen,,25-05-2025,unknown,,-3.711810160401179,-3.998516343926457,-3.441832536609156,0.02477407621207079,0.01834283588635137,0.03200598057405512,0.024151327179601015,0.018009443227240234,0.030997817457474132,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.302411609161485,0.138152,1.1996643218998357,-1.9087552902156044,82,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
TCD,"['Arabic', 'French']",19340757,13.1832,2023,7.286473468427895,0.131832,1.25,1.0,0.75,1.0,False,0.9605903702897862,0.9605903702897862,0.9605903702897862,0.9605903702897862,204,False,Chad,,25-05-2025,unknown,,-4.610867274660499,-4.887601433198308,-4.341614654424495,0.010074753094643245,0.007539485826962502,0.013015496757079996,0.009971105361233325,0.007482855728629123,0.012847191265523835,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.777725188898692,0.131832,1.014620587048507,-1.931068487662545,98,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BDI,"['French', 'Kirundi']",12332788,11.0784,2023,7.0910612660640675,0.11078400000000001,1.25,1.0,0.75,1.0,False,0.7855761312996417,0.7855761312996417,0.7855761312996417,0.7855761312996417,205,False,Burundi,,25-05-2025,unknown,,-5.59126393715138,-5.867512501137118,-5.32174821720688,0.003780308707201518,0.0028299051607033987,0.004884208700797,0.0037656618295009428,0.002821908117177986,0.004860411368075201,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.327771964746606,0.11078400000000001,0.8559333752395994,-2.005379908526978,108,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
UGA,"['English', 'Swahili']",45905417,8.94983,2024,7.661863936831315,0.0894983,1.25,1.0,0.75,1.25,False,0.6857237971777101,0.8571547464721376,0.6857237971777101,0.6857237971777101,206,False,Uganda,,25-05-2025,observed_multi,59.0,-3.83647351485007,-4.150669900017813,-3.537719658443404,0.02193064191246477,0.01575386049174771,0.029079563902815374,0.021439306052260538,0.015507621073130891,0.02824611969189389,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.64209368549646,0.0894983,1.3194616668274897,-2.0805305456941223,85,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SSD,['English'],15786898,9.27123,2020,7.198296802976665,0.0927123,1.25,1.0,0.75,1.25,False,0.6673706526866134,0.8342133158582667,0.6673706526866134,0.6673706526866134,207,False,South Sudan,,25-05-2025,unknown,,-5.450150916689234,-5.737991968724307,-5.169688057829873,0.004357807157434681,0.003221231117300053,0.005686343360923849,0.00433830906151053,0.0032108714817298536,0.005654100618542327,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.574690913480765,0.0927123,0.9430154927002496,-2.0691832962329726,106,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
CAF,"['French', 'Sango']",6470307,7.50916,2019,6.810924887352293,0.0750916,1.25,1.0,0.75,1.0,False,0.5114432472711034,0.5114432472711034,0.5114432472711034,0.5114432472711034,208,False,Central African Republic,,25-05-2025,unknown,,-7.070670503698438,-7.353968518462541,-6.79789796738362,0.0008616892996820814,0.0006400482752991811,0.0011161198151006715,0.0008609259550722426,0.0006396387445767083,0.0011148747865592985,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.682734115119539,0.0750916,0.6284447111425181,-2.1313943972224205,128,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
VAT,"['Italian', 'Latin']",882,,,2.94546858513182,,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,209,False,Holy See (Vatican City State),,25-05-2025,observed_zero,0.0,-12.796708008955497,-13.256507584999923,-12.297583972212339,2.888325724495632e-06,1.749930617038669e-06,4.563755403974051e-06,2.888316653335446e-06,1.7499275547747342e-06,4.5637345761535816e-06,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,6.782192056006791,,-2.5105531382675257,0.0,159,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
ATF,['French'],400,,,2.6020599913279625,,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,210,False,French Southern Territories,,25-05-2025,unknown,,-14.024014457778106,-14.522431058937283,-13.485280629287256,8.53163421521893e-07,4.941614925284347e-07,1.3922880072470848e-06,8.531626188410724e-07,4.941612483319886e-07,1.3922860687824874e-06,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,5.991464547107982,,-2.7894228895049187,0.0,163,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MSR,['English'],4386,,,3.642068627341504,,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,211,False,Montserrat,,25-05-2025,unknown,,-10.30713221067956,-10.689583285967613,-9.888141928433198,3.4379349062906656e-05,2.2782015582101357e-05,5.077420735840208e-05,3.4378095954921324e-05,2.278149656750271e-05,5.0771629402829855e-05,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,8.386172928977834,,-1.9448693318980008,0.0,148,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
ATA,[],1300,,,3.113943352306837,,1.25,1.0,0.75,0.75,False,0.0,0.0,0.0,0.0,212,False,Antarctica,,25-05-2025,unknown,,-12.194596786497574,-12.63542933326977,-11.715358022612218,5.256173237610804e-06,3.2556425720289555e-06,8.168415889616062e-06,5.256143392459765e-06,3.2556319728115797e-06,8.1683491668663e-06,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,7.170119543449628,,-2.373740847429197,0.0,158,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
