alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_missing_strategy,uk_floor,uk_impute_value,uk_score_raw_imputed,uk_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_multi_count,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_one,bayes_train_n_multi,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_train_mean_log10_uk_visits_plus1,bayes_train_std_log10_uk_visits_plus1,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log10_uk_visits_plus1,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log10_uk_visits_plus1,bayes_rank,seen_in_listens,known_correct,known_incorrect,run_label,run_id,model_variant,uk_missing_strategy_cli,uk_floor_cli,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_multi_count_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
FSM,['English'],105564,39.3833,2020,,,,5.023515838018407,0.393833,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.7520430432350022,0.9400538040437527,0.7520430432350022,0.7520430432350022,187,False,"Micronesia, Federated States of",,25-05-2025,unknown,,1.3771830985085924,1.0425416221035106,1.7053506754267487,4.046940589293754,2.836416982859104,5.5033153135526875,0.08223170720055087,0.022416359698299835,0.1663143952701141,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,11.567072683040674,0.393833,,-2.065115687933345,-5.032435504353651,0.0,11,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
GIN,['French'],14363931,26.5014,2023,,,,7.157273310239107,0.265014,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.7210065955377133,0.7210065955377133,0.7210065955377133,0.7210065955377133,188,False,Guinea,,25-05-2025,unknown,,2.239985416091945,1.91773914572292,2.5297642769386903,9.565082704526105,6.805554780033328,12.550556079142755,0.001889284230672587,4.4469800676406406e-05,0.007537873124805729,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.480230830640718,0.265014,,0.015542272876393367,-6.2991258100880545,0.0,51,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
NER,['French'],26312034,23.1879,2023,,,,7.420154421663518,0.231879,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.6540292640912589,0.6540292640912589,0.6540292640912589,0.6540292640912589,189,False,Niger,,25-05-2025,unknown,,2.2909969614118575,1.9638046326512748,2.589596465849131,10.074840825330297,7.126389121155554,13.324394378826783,0.0014047191119093195,2.1774089011495774e-05,0.005726887855627233,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.08553695903627,0.231879,,0.27188146997476625,-6.62494562921807,0.0,53,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
PNG,"['English', 'Hiri Motu', 'Tok Pisin']",11781559,24.0667,2023,,,,7.071202762462869,0.24066700000000002,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.6468933007527887,0.8086166259409859,0.6468933007527887,0.6468933007527887,190,False,Papua New Guinea,,25-05-2025,unknown,,2.110574211735132,1.7761332565323547,2.4149418452713833,8.417573171422715,5.906971469809404,11.189121652582395,0.004341600625920439,0.00015467858483030373,0.01606940431823388,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.282046070385316,0.24066700000000002,,-0.06838637072690588,-6.5385323329900755,0.0,42,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
LBR,['English'],5248621,23.4979,2023,,,,6.720045213737611,0.23497900000000002,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.6002387997236784,0.750298499654598,0.6002387997236784,0.6002387997236784,191,False,Liberia,,25-05-2025,unknown,,1.882475770607919,1.5317608017351538,2.2018847475973837,6.711915433052251,4.626316134297412,9.042040331651064,0.01417246990105603,0.0010699439372889427,0.045295207855378584,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.473475933398209,0.23497900000000002,,-0.4108052064033101,-6.594463014481295,0.0,22,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MDG,"['French', 'Malagasy']",31727042,20.3671,2023,,,,7.501429583510402,0.20367100000000002,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.5807591370777964,0.5807591370777964,0.5807591370777964,0.5807591370777964,192,False,Madagascar,,25-05-2025,unknown,,2.24924238214396,1.9099233822987456,2.5581748488941263,9.675348593296919,6.752571416346967,12.912230488821676,0.001937372414112634,3.1863809990383844e-05,0.007886143761088748,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.272679935135585,0.20367100000000002,,0.3511340629776747,-6.902317757119668,0.0,49,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MOZ,['Portuguese'],34090466,19.8434,2023,,,,7.532632937862664,0.198434,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.5681796966065108,0.5681796966065108,0.5681796966065108,0.5681796966065108,193,False,Mozambique,,25-05-2025,unknown,,2.251121605115723,1.9107082258939936,2.561824625627822,9.695428623052578,6.757873211984665,12.959443409295794,0.001928492124957953,3.0505545300801635e-05,0.007850602870534342,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.344528313718516,0.198434,,0.38156090786620556,-6.953813709821763,0.0,50,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
TKM,"['Russian', 'Turkmen']",7057841,21.251,2017,,,,6.84867187028912,0.21251,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,0.5532336005048578,0.41492520037864333,0.5532336005048578,0.5532336005048578,194,False,Turkmenistan,,25-05-2025,unknown,,1.8874010206147012,1.5309901958476277,2.2104947781862543,6.75031030509343,4.622752068556086,9.120228126281907,0.014044724131537492,0.0009980264752713628,0.045421866906756383,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.769649755335378,0.21251,,-0.2853794818725351,-6.8154029727137475,0.0,23,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
SLE,['English'],9077691,20.635,2023,,,,6.957975395494418,0.20635,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.5457706546949173,0.6822133183686465,0.5457706546949173,0.5457706546949173,195,False,Sierra Leone,,25-05-2025,unknown,,1.9330041869759862,1.578236586012503,2.2569184256574077,7.064766686385794,4.8464021403908735,9.553603723780677,0.011394936866670575,0.0006777822414697304,0.03807622132371666,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.021330423084795,0.20635,,-0.178796023900491,-6.875974878126178,0.0,28,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
AFG,"['Dari', 'Pashto', 'Turkmen']",43844000,17.7089,2023,,,,7.641910169077627,0.177089,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,0.5144182083190869,0.3858136562393152,0.5144182083190869,0.5144182083190869,196,False,Afghanistan,,25-05-2025,unknown,,2.2480813353180817,1.9015391714289884,2.566127919437739,9.674376170844788,6.696193251991411,13.015331281292815,0.0020293671211246912,2.8971645437905045e-05,0.008273866374540657,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.59614843731775,0.177089,,0.48811872618565294,-7.163701261936754,0.0,47,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ETH,['Amharic'],111652998,16.6981,2021,,,,8.047870388825965,0.166981,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,0.5108234780153883,0.3831176085115412,0.5108234780153883,0.5108234780153883,197,False,Ethiopia,,25-05-2025,unknown,,2.4583504435913106,2.111617201344322,2.780302432943652,11.930951463824565,8.26159114969491,16.12390078634004,0.00046977017041879577,1.6031504457005677e-06,0.0021335374383740398,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,18.53090638765886,0.166981,,0.8839764438448051,-7.263094252181697,0.0,62,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MWI,"['English', 'Chewa']",20734262,17.9881,2023,,,,7.316688582018264,0.17988099999999999,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.5002909912521752,0.625363739065219,0.5002909912521752,0.5002909912521752,198,False,Malawi,,25-05-2025,unknown,,2.062640514883524,1.7079807620540484,2.383930527466787,8.0443495909695,5.517808610221262,10.84745551949574,0.006029308598540693,0.00021102710828019362,0.02215200503365417,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.847298059034998,0.17988099999999999,,0.17099042414015714,-7.1362472424706,0.0,37,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ERI,"['Arabic', 'English', 'Tigrinya']",3607000,20.0104,2023,,,,6.557146142318363,0.200104,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.4987621080950422,0.6234526351188028,0.4987621080950422,0.4987621080950422,199,False,Eritrea,,25-05-2025,unknown,,1.6734305372591214,1.3021032910120636,2.009415430261487,5.460720613419453,3.677023173950727,7.458958572329622,0.03381105852002959,0.0042983344449553105,0.09302208395594289,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.098386959885676,0.200104,,-0.5696504613910873,-6.937392430270017,0.0,15,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
BFA,['French'],24070553,17.0226,2023,,,,7.381486067927281,0.17022600000000002,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.47763101195155583,0.47763101195155583,0.47763101195155583,0.47763101195155583,200,False,Burkina Faso,,25-05-2025,unknown,,2.0704506317515765,1.7129292781807872,2.3958588541232344,8.110178847862906,5.54518110563758,10.977622670307227,0.005835618445812615,0.00018749479885421167,0.021660785735653037,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.99649978415259,0.17022600000000002,,0.2341753955590206,-7.231185837723363,0.0,39,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
PLW,"['English', 'Palauan']",16733,26.9703,2004,,,,4.223573811054687,0.269703,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.43300078556656646,0.5412509819582081,0.43300078556656646,0.43300078556656646,201,False,Palau,,25-05-2025,unknown,,0.5015575100578231,0.079400719608457,0.9191898284971464,1.7068674879591121,1.08263808806859,2.507258374372103,0.3047122271309775,0.20431988694526437,0.36624552385952897,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,9.725138096494574,0.269703,,-2.845150798885348,-6.2530183970232995,0.0,9,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
YEM,['Arabic'],32684503,13.8152,2020,,,,7.514341885477597,0.138152,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,0.39461259780077057,0.2959594483505779,0.39461259780077057,0.39461259780077057,202,False,Yemen,,25-05-2025,unknown,,2.0471450159075633,1.6792959265270244,2.3825916469054342,7.934944170920521,5.36178053043127,10.832942632672838,0.006814466806623344,0.00021382717292109109,0.02516047071893966,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.302411609161485,0.138152,,0.36372503652091526,-7.546572736132179,0.0,36,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
RUS,['Russian'],146028325,94.365,2024,2025 Q2 P,6000.0,2.0,8.164437103716473,0.94365,False,3.7782236267660965,p10,0.05,4.815572229111593,3.7782236267660965,0.05,1.25,1.0,0.75,0.75,False,0.3852185536461025,0.2889139152345769,0.3852185536461025,0.3852185536461025,203,False,Russian Federation,,25-05-2025,unknown,,5.490304922060287,5.305498085582234,5.6724505960511165,243.77766419093766,201.441325854876,290.74616506564695,7.645016873856384e-75,1.5640475363234061e-124,6.615727722538693e-86,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,18.79931116770503,0.94365,3.7782236267660965,0.9976423437701408,0.3739708784623383,-3.6528326277133494,248,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
TCD,"['Arabic', 'French']",19340757,13.1832,2023,,,,7.286473468427895,0.131832,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.3651413755547048,0.3651413755547048,0.3651413755547048,0.3651413755547048,204,False,Chad,,25-05-2025,unknown,,1.8907114062932537,1.5120414196154375,2.232260001718123,6.794173174224508,4.535981191680098,9.320907927036734,0.014567547460387527,0.0008345272086772841,0.04860933114030902,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.777725188898692,0.131832,,0.14152722719906216,-7.608717937789088,0.0,21,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
BDI,"['French', 'Kirundi']",12332788,11.0784,2023,,,,7.0910612660640675,0.11078400000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.29861464163872486,0.29861464163872486,0.29861464163872486,0.29861464163872486,205,False,Burundi,,25-05-2025,unknown,,1.7065123159283107,1.3114225909422352,2.0638052958320707,5.663184826558567,3.7114498361583164,7.875882976900099,0.031011483194855752,0.0029912097727834664,0.0907154821966132,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.327771964746606,0.11078400000000001,,-0.04902205489179755,-7.8156850587502635,0.0,16,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
UGA,"['English', 'Swahili']",45905417,8.94983,2024,,,,7.661863936831315,0.0894983,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.26065858902638095,0.32582323628297616,0.26065858902638095,0.26065858902638095,206,False,Uganda,,25-05-2025,unknown,,1.9795112244335147,1.5936979414033678,2.3342858854041952,7.434787853712614,4.921916668477366,10.32208642112149,0.009981535460377845,0.00033958094624258073,0.03585696332720193,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.64209368549646,0.0894983,,0.5075759354821018,-8.024989507944642,0.0,30,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
SSD,['English'],15786898,9.27123,2020,,,,7.198296802976665,0.0927123,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.25368215803924576,0.3171026975490572,0.25368215803924576,0.25368215803924576,207,False,South Sudan,,25-05-2025,unknown,,1.712734005209326,1.3127094391732856,2.0723804429990307,5.702759453704775,3.7162289972891425,7.943710183515706,0.030546308241499797,0.0028191222266528253,0.09039923043380964,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.574690913480765,0.0927123,,0.05554487760343572,-7.993385919633678,0.0,18,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
CAF,"['French', 'Sango']",6470307,7.50916,2019,,,,6.810924887352293,0.0750916,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.19441074635216063,0.19441074635216063,0.19441074635216063,0.19441074635216063,208,False,Central African Republic,,25-05-2025,unknown,,1.4247778783007667,1.001972414726619,1.8097693002593427,4.288247931815506,2.7236488099547893,6.109038574656055,0.07554230150692381,0.013578515670106425,0.1787662354320269,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.682734115119539,0.0750916,,-0.32218711421433077,-8.166652051727967,0.0,12,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ASM,"['English', 'Samoan']",49710,0.0,1990,,,,4.6964437631389995,0.0,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,209,False,American Samoa,,25-05-2025,unknown,,-0.07949674296448556,-0.602348423451858,0.4215432232435739,0.9707903988729468,0.5475243145496203,1.5243122693794284,0.35060064874002383,0.3070267340156094,0.3677898486148027,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,10.813961399088718,0.0,,-2.3840484275797786,-8.905035378427332,0.0,7,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
JEY,"['English', 'French', 'Jèrriais']",103267,,,,,,5.013961560555626,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,210,False,Jersey,,25-05-2025,unknown,,3.0103890327696403,2.8671120847031792,3.1555802461981806,20.38078533924972,17.58615782730654,23.466649956983503,1.0798187745844066e-07,1.5101428977713093e-09,4.051372275577938e-07,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,11.545073146180547,,,-2.074432202917604,0.0,0.0,111,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MSR,['English'],4386,,,,,,3.642068627341504,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,211,False,Montserrat,,25-05-2025,unknown,,2.1904219328057506,1.9737971055236876,2.41229787601644,9.025977599073649,7.1979560786214165,11.159575048331126,0.00183527737900216,0.00015889341043403402,0.00538488735180769,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,8.386172928977834,,,-3.412184965371828,0.0,0.0,52,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MNP,"['Carolinian', 'Chamorro', 'English']",47329,0.0,1990,,,,4.675127328489335,0.0,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,212,False,Northern Mariana Islands,,25-05-2025,unknown,,-0.09223736920293779,-0.616267274145857,0.4090560379178029,0.958656686770085,0.5399561890289066,1.505396517677308,0.35039674626337763,0.3071316929636774,0.3677988779054354,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,10.76487849442862,0.0,,-2.404834393195517,-8.905035378427332,0.0,8,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
UMI,['English'],0,,,,,,,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,213,False,United States Minor Outlying Islands,,25-05-2025,unknown,,0.013592839274333258,-0.3987237418391904,0.4387112630731913,1.0505113420445824,0.671176170320614,1.550707583990987,0.35503940189137373,0.3188278290942581,0.36780171736992695,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,0.0,,,-6.963619081924363,0.0,0.0,1,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ATF,['French'],400,,,,,,2.6020599913279625,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,214,False,French Southern Territories,,25-05-2025,unknown,,1.5688188582775466,1.2936049290358576,1.8486848428364935,4.875536049929689,3.645906127279043,6.351461103480026,0.045029812934357635,0.011078210085453082,0.09514995126758226,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,5.991464547107982,,,-4.426312520168569,0.0,0.0,14,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ATA,[],1300,,,,,,3.113943352306837,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,0.0,0.0,0.0,0.0,215,False,Antarctica,,25-05-2025,unknown,,1.874766578292594,1.6291726663051926,2.1263643885987378,6.60079369586952,5.099653940066043,8.384329320685787,0.012451003453050719,0.001915141135812962,0.03110206694274944,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,7.170119543449628,,,-3.927167606141255,0.0,0.0,27,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
IOT,['English'],0,,,,,,,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,216,False,British Indian Ocean Territory,,25-05-2025,unknown,,0.013592839274333258,-0.3987237418391904,0.4387112630731913,1.0505113420445824,0.671176170320614,1.550707583990987,0.35503940189137373,0.3188278290942581,0.36780171736992695,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,0.0,,,-6.963619081924363,0.0,0.0,1,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
IMN,"['English', 'Manx']",84530,,,,,,4.927010868975651,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,0.0,0.0,0.0,0.0,217,False,Isle of Man,,25-05-2025,unknown,,2.958419447761542,2.8096788189864257,3.1087275644717685,19.354026371767254,16.60458435400505,22.392533434492034,2.6985671614631637e-07,4.218436360624443e-09,1.0208198061203959e-06,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,11.344861779922974,,,-2.1592190875514516,0.0,0.0,106,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MAF,['French'],31496,,,,,,4.498255401782173,,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,0.0,0.0,0.0,0.0,218,False,Saint Martin (French part),,25-05-2025,unknown,,2.702156463590725,2.5300589235847033,2.87709502423853,15.001409463214335,12.554246388831473,17.76259826483142,1.2251868017672934e-05,3.4301115447355537e-07,4.4315246361249724e-05,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,10.357615832623573,,,-2.577304782702347,0.0,0.0,90,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
